inst#,    actual, predicted, error, probability distribution
   131        1:0        1:0         0.7    0.3  
   132        1:0        2:1         0.32  0.68 
   133        1:0        2:1         0.44  0.56 
   134        1:0        2:1         0.413 0.587
   135        1:0        1:0         0.547  0.453
   136        1:0        1:0         0.88   0.12 
   137        1:0        1:0         0.6    0.4  
   138        1:0        1:0         0.853  0.147
   139        1:0        2:1         0.28  0.72 
   140        1:0        2:1         0.147 0.853
   141        1:0        2:1         0.487 0.513
   142        1:0        2:1         0.447 0.553
   143        1:0        2:1         0.16  0.84 
   144        1:0        2:1         0.433 0.567
   145        1:0        1:0         0.553  0.447
   146        1:0        1:0         0.593  0.407
   147        1:0        1:0         0.813  0.187
   148        1:0        2:1         0.48  0.52 
   149        1:0        2:1         0.187 0.813
   150        1:0        1:0         0.627  0.373
   151        1:0        1:0         0.747  0.253
   152        1:0        2:1         0.427 0.573
   153        1:0        1:0         0.64   0.36 
   154        1:0        1:0         0.707  0.293
   155        1:0        2:1         0.42  0.58 
   156        1:0        1:0         0.533  0.467
   157        1:0        1:0         0.533  0.467
   158        1:0        2:1         0.467 0.533
   159        1:0        1:0         0.833  0.167
   160        1:0        2:1         0.34  0.66 
   161        1:0        1:0         0.8    0.2  
   162        1:0        2:1         0.407 0.593
   163        1:0        1:0         0.593  0.407
   164        1:0        1:0         0.593  0.407
   165        1:0        2:1         0.2   0.8  
   166        1:0        1:0         0.847  0.153
   167        1:0        2:1         0.433 0.567
   168        1:0        1:0         0.76   0.24 
   169        1:0        1:0         0.613  0.387
   170        1:0        2:1         0.42  0.58 
   171        1:0        2:1         0.48  0.52 
   172        1:0        1:0         0.593  0.407
   173        1:0        2:1         0.28  0.72 
   174        1:0        2:1         0.18  0.82 
   175        1:0        2:1         0.047 0.953
   176        1:0        1:0         0.56   0.44 
   177        1:0        1:0         0.56   0.44 
   178        1:0        2:1         0.453 0.547
   179        1:0        1:0         0.587  0.413
   180        1:0        1:0         0.687  0.313
   181        1:0        1:0         0.533  0.467
   182        1:0        1:0         0.56   0.44 
   183        1:0        1:0         0.827  0.173
   184        1:0        2:1         0.367 0.633
   185        1:0        1:0         0.54   0.46 
   186        1:0        1:0         0.607  0.393
   187        1:0        2:1         0.447 0.553
   188        1:0        1:0         0.553  0.447
   189        1:0        1:0         0.627  0.373
   190        1:0        1:0         0.607  0.393
   191        1:0        2:1         0.48  0.52 
   192        1:0        1:0         0.627  0.373
   193        1:0        1:0         0.613  0.387
   194        1:0        1:0         0.52   0.48 
   195        1:0        1:0         0.54   0.46 
   196        1:0        2:1         0.353 0.647
   197        1:0        1:0         0.56   0.44 
   198        1:0        1:0         0.84   0.16 
   199        1:0        2:1         0.453 0.547
   200        1:0        2:1         0.233 0.767
   201        1:0        1:0         0.547  0.453
   202        1:0        1:0         0.893  0.107
   203        1:0        1:0         0.58   0.42 
   204        1:0        1:0         0.507  0.493
   205        1:0        1:0         0.58   0.42 
   206        1:0        1:0         0.607  0.393
   207        1:0        1:0         0.547  0.453
   208        1:0        1:0         0.6    0.4  
   209        1:0        2:1         0.48  0.52 
   210        1:0        2:1         0.44  0.56 
   211        1:0        2:1         0.427 0.573
   212        1:0        1:0         0.793  0.207
   213        1:0        1:0         0.56   0.44 
   214        1:0        1:0         0.527  0.473
   215        1:0        1:0         0.633  0.367
   216        1:0        2:1         0.433 0.567
   217        1:0        1:0         0.593  0.407
   218        1:0        1:0         0.607  0.393
   219        1:0        2:1         0.387 0.613
   220        1:0        1:0         0.78   0.22 
   221        1:0        2:1         0.26  0.74 
   222        1:0        2:1         0.467 0.533
   223        1:0        2:1         0.387 0.613
   224        1:0        1:0         0.553  0.447
   225        1:0        2:1         0.487 0.513
   226        1:0        1:0         0.5    0.5  
   227        1:0        2:1         0.353 0.647
   228        1:0        2:1         0.293 0.707
   229        1:0        2:1         0.427 0.573
   230        1:0        1:0         0.56   0.44 
   231        1:0        1:0         0.687  0.313
   232        1:0        2:1         0.487 0.513
   233        1:0        2:1         0.433 0.567
   234        1:0        1:0         0.593  0.407
   235        1:0        2:1         0.28  0.72 
   236        1:0        2:1         0.273 0.727
   237        1:0        2:1         0.453 0.547
   238        1:0        1:0         0.667  0.333
   239        1:0        2:1         0.233 0.767
   240        1:0        2:1         0.173 0.827
   241        1:0        1:0         0.613  0.387
   242        1:0        2:1         0.333 0.667
   243        1:0        1:0         0.533  0.467
   244        1:0        2:1         0.247 0.753
   245        1:0        1:0         0.553  0.447
   246        1:0        1:0         0.827  0.173
   247        1:0        1:0         0.527  0.473
   248        1:0        1:0         0.547  0.453
   249        1:0        1:0         0.527  0.473
   250        1:0        2:1         0.48  0.52 
   251        1:0        2:1         0.38  0.62 
   252        1:0        2:1         0.473 0.527
   253        1:0        1:0         0.56   0.44 
   254        1:0        2:1         0.267 0.733
   255        1:0        1:0         0.507  0.493
   256        1:0        2:1         0.48  0.52 
   257        1:0        1:0         0.86   0.14 
   258        1:0        2:1         0.32  0.68 
   259        1:0        2:1         0.207 0.793
   260        1:0        1:0         0.52   0.48 
   261        1:0        1:0         0.653  0.347
   262        1:0        1:0         0.873  0.127
   263        1:0        1:0         0.707  0.293
   264        1:0        2:1         0.26  0.74 
   265        1:0        1:0         0.567  0.433
   266        1:0        2:1         0.427 0.573
   267        1:0        2:1         0.28  0.72 
   268        1:0        2:1         0.273 0.727
   269        1:0        1:0         0.56   0.44 
   270        1:0        1:0         0.507  0.493
   271        1:0        1:0         0.62   0.38 
   272        1:0        1:0         0.533  0.467
   273        1:0        2:1         0.387 0.613
   274        1:0        1:0         0.507  0.493
   275        1:0        1:0         0.847  0.153
   276        1:0        1:0         0.593  0.407
   277        1:0        1:0         0.693  0.307
   278        1:0        1:0         0.873  0.127
   279        1:0        1:0         0.553  0.447
   280        1:0        1:0         0.713  0.287
   281        1:0        1:0         0.5    0.5  
   282        1:0        2:1         0.24  0.76 
   283        1:0        1:0         0.773  0.227
   284        1:0        1:0         0.62   0.38 
   285        1:0        1:0         0.567  0.433
   286        1:0        2:1         0.087 0.913
   287        1:0        2:1         0.387 0.613
   288        1:0        1:0         0.787  0.213
   289        1:0        2:1         0.46  0.54 
   290        1:0        1:0         0.813  0.187
   291        1:0        1:0         0.707  0.293
   292        1:0        1:0         0.553  0.447
   293        1:0        1:0         0.527  0.473
   294        1:0        1:0         0.66   0.34 
   295        1:0        2:1         0.22  0.78 
   296        1:0        1:0         0.833  0.167
   297        1:0        2:1         0.227 0.773
   298        1:0        1:0         0.527  0.473
   299        1:0        2:1         0.28  0.72 
   300        1:0        1:0         0.593  0.407
   301        1:0        2:1         0.433 0.567
   302        1:0        2:1         0.48  0.52 
   303        1:0        2:1         0.18  0.82 
   304        1:0        1:0         0.547  0.453
   305        1:0        2:1         0.213 0.787
   306        1:0        2:1         0.1   0.9  
   307        1:0        1:0         0.647  0.353
   308        1:0        1:0         0.767  0.233
   309        1:0        2:1         0.447 0.553
   310        1:0        1:0         0.593  0.407
   311        1:0        1:0         0.58   0.42 
   312        1:0        2:1         0.353 0.647
   313        1:0        1:0         0.56   0.44 
   314        1:0        1:0         0.513  0.487
   315        1:0        2:1         0.26  0.74 
   316        1:0        2:1         0.067 0.933
   317        1:0        1:0         0.54   0.46 
   318        1:0        1:0         0.607  0.393
   319        1:0        1:0         0.873  0.127
   320        1:0        1:0         0.58   0.42 
   321        1:0        1:0         0.507  0.493
   322        1:0        2:1         0.247 0.753
   323        1:0        1:0         0.8    0.2  
   324        1:0        1:0         0.587  0.413
   325        1:0        2:1         0.36  0.64 
   326        1:0        1:0         0.52   0.48 
   327        1:0        2:1         0.42  0.58 
   328        1:0        1:0         0.687  0.313
   329        1:0        1:0         0.66   0.34 
   330        1:0        2:1         0.493 0.507
   331        1:0        1:0         0.82   0.18 
   332        1:0        2:1         0.493 0.507
   333        1:0        2:1         0.193 0.807
   334        1:0        1:0         0.527  0.473
   335        1:0        2:1         0.407 0.593
   336        1:0        2:1         0.34  0.66 
   337        1:0        2:1         0.393 0.607
   338        1:0        1:0         0.52   0.48 
   339        1:0        1:0         0.627  0.373
   340        1:0        2:1         0.42  0.58 
   341        1:0        2:1         0.127 0.873
   342        1:0        2:1         0.413 0.587
   343        1:0        2:1         0.433 0.567
   344        1:0        1:0         0.58   0.42 
   345        1:0        1:0         0.513  0.487
   346        1:0        2:1         0.38  0.62 
   347        1:0        1:0         0.54   0.46 
   348        1:0        1:0         0.52   0.48 
   349        1:0        1:0         0.58   0.42 
   350        1:0        1:0         0.84   0.16 
   351        1:0        2:1         0.4   0.6  
   352        1:0        2:1         0.427 0.573
   353        1:0        1:0         0.527  0.473
   354        1:0        1:0         0.64   0.36 
   355        1:0        2:1         0.407 0.593
   356        1:0        2:1         0.38  0.62 
   357        1:0        1:0         0.62   0.38 
   358        1:0        1:0         0.647  0.353
   359        1:0        1:0         0.56   0.44 
   360        1:0        1:0         0.587  0.413
   361        1:0        1:0         0.607  0.393
   362        1:0        1:0         0.633  0.367
   363        1:0        1:0         0.607  0.393
   364        1:0        1:0         0.607  0.393
   365        1:0        1:0         0.567  0.433
   366        1:0        2:1         0.393 0.607
   367        1:0        1:0         0.633  0.367
   368        1:0        2:1         0.353 0.647
   369        1:0        1:0         0.867  0.133
   370        1:0        2:1         0.227 0.773
   371        1:0        2:1         0.46  0.54 
   372        1:0        2:1         0.433 0.567
   373        1:0        1:0         0.633  0.367
   374        1:0        1:0         0.82   0.18 
   375        1:0        2:1         0.32  0.68 
   376        1:0        1:0         0.513  0.487
   377        1:0        2:1         0.413 0.587
   378        1:0        2:1         0.493 0.507
   379        1:0        1:0         0.6    0.4  
   380        1:0        1:0         0.613  0.387
   381        1:0        2:1         0.18  0.82 
   382        1:0        2:1         0.4   0.6  
   383        1:0        2:1         0.127 0.873
   384        1:0        1:0         0.593  0.407
   385        1:0        1:0         0.54   0.46 
   386        1:0        2:1         0.287 0.713
   387        1:0        2:1         0.493 0.507
   388        1:0        2:1         0.427 0.573
   389        1:0        1:0         0.527  0.473
   390        1:0        1:0         0.867  0.133
   391        1:0        1:0         0.56   0.44 
   392        1:0        1:0         0.6    0.4  
   393        1:0        2:1         0.187 0.813
   394        1:0        1:0         0.58   0.42 
   395        1:0        2:1         0.327 0.673
   396        1:0        1:0         0.607  0.393
   397        1:0        1:0         0.56   0.44 
   398        1:0        1:0         0.533  0.467
   399        1:0        2:1         0.413 0.587
   400        1:0        2:1         0.28  0.72 
   401        1:0        1:0         0.593  0.407
   402        1:0        1:0         0.507  0.493
   403        1:0        1:0         0.58   0.42 
   404        1:0        2:1         0.173 0.827
   405        1:0        1:0         0.587  0.413
   406        1:0        1:0         0.547  0.453
   407        1:0        1:0         0.54   0.46 
   408        1:0        1:0         0.6    0.4  
   409        1:0        1:0         0.567  0.433
   410        1:0        2:1         0.453 0.547
   411        1:0        1:0         0.54   0.46 
   412        1:0        1:0         0.507  0.493
   413        1:0        1:0         0.84   0.16 
   414        1:0        1:0         0.5    0.5  
   415        1:0        1:0         0.627  0.373
   416        1:0        1:0         0.773  0.227
   417        1:0        1:0         0.627  0.373
   418        1:0        1:0         0.573  0.427
   419        1:0        2:1         0.387 0.613
   420        1:0        1:0         0.507  0.493
   421        1:0        2:1         0.307 0.693
   422        1:0        1:0         0.627  0.373
   423        1:0        2:1         0.247 0.753
   424        1:0        2:1         0.467 0.533
   425        1:0        2:1         0.46  0.54 
   426        1:0        1:0         0.627  0.373
   427        1:0        1:0         0.553  0.447
   428        1:0        1:0         0.533  0.467
   429        1:0        1:0         0.553  0.447
   430        1:0        2:1         0.387 0.613
   431        1:0        2:1         0.367 0.633
   432        1:0        2:1         0.34  0.66 
   433        1:0        2:1         0.24  0.76 
   434        1:0        2:1         0.187 0.813
   435        1:0        1:0         0.66   0.34 
   436        1:0        1:0         0.653  0.347
   437        1:0        1:0         0.507  0.493
   438        1:0        1:0         0.613  0.387
   439        1:0        2:1         0.167 0.833
   440        1:0        1:0         0.593  0.407
   441        1:0        1:0         0.853  0.147
   442        1:0        2:1         0.12  0.88 
   443        1:0        1:0         0.567  0.433
   444        1:0        1:0         0.547  0.453
   445        1:0        2:1         0.393 0.607
   446        1:0        2:1         0.367 0.633
   447        1:0        2:1         0.113 0.887
   448        1:0        2:1         0.487 0.513
   449        1:0        1:0         0.853  0.147
   450        1:0        2:1         0.12  0.88 
   451        1:0        2:1         0.167 0.833
   452        1:0        2:1         0.36  0.64 
   453        1:0        2:1         0.413 0.587
   454        1:0        1:0         0.567  0.433
   455        1:0        2:1         0.08  0.92 
   456        1:0        1:0         0.56   0.44 
   457        1:0        1:0         0.82   0.18 
   458        1:0        1:0         0.573  0.427
   459        1:0        2:1         0.213 0.787
   460        1:0        2:1         0.367 0.633
   461        1:0        2:1         0.213 0.787
   462        1:0        1:0         0.607  0.393
   463        1:0        1:0         0.567  0.433
   464        1:0        2:1         0.16  0.84 
   465        1:0        2:1         0.267 0.733
   466        1:0        1:0         0.533  0.467
   467        1:0        2:1         0.44  0.56 
   468        1:0        2:1         0.427 0.573
   469        1:0        2:1         0.267 0.733
   470        1:0        1:0         0.5    0.5  
   471        1:0        2:1         0.353 0.647
   472        1:0        1:0         0.84   0.16 
   473        1:0        1:0         0.58   0.42 
   474        1:0        2:1         0.433 0.567
   475        1:0        2:1         0.247 0.753
   476        1:0        1:0         0.68   0.32 
   477        1:0        2:1         0.427 0.573
   478        1:0        2:1         0.107 0.893
   479        1:0        1:0         0.507  0.493
   480        1:0        1:0         0.86   0.14 
   481        1:0        2:1         0.34  0.66 
   482        1:0        2:1         0.447 0.553
   483        1:0        1:0         0.567  0.433
   484        1:0        2:1         0.187 0.813
   485        1:0        2:1         0.347 0.653
   486        1:0        2:1         0.38  0.62 
   487        1:0        1:0         0.64   0.36 
   488        1:0        2:1         0.367 0.633
   489        1:0        2:1         0.453 0.547
   490        1:0        2:1         0.493 0.507
   491        1:0        1:0         0.64   0.36 
   492        1:0        2:1         0.46  0.54 
   493        1:0        1:0         0.68   0.32 
   494        1:0        2:1         0.367 0.633
   495        1:0        2:1         0.427 0.573
   496        1:0        2:1         0.447 0.553
   497        1:0        2:1         0.433 0.567
   498        1:0        1:0         0.64   0.36 
   499        1:0        2:1         0.44  0.56 
   500        1:0        1:0         0.593  0.407
   501        1:0        1:0         0.893  0.107
   502        1:0        2:1         0.18  0.82 
   503        1:0        2:1         0.273 0.727
   504        1:0        2:1         0.227 0.773
   505        1:0        2:1         0.493 0.507
   506        1:0        2:1         0.24  0.76 
   507        1:0        1:0         0.593  0.407
   508        1:0        1:0         0.86   0.14 
   509        1:0        1:0         0.547  0.453
   510        1:0        2:1         0.44  0.56 
   511        1:0        1:0         0.547  0.453
   512        1:0        2:1         0.487 0.513
   513        1:0        1:0         0.507  0.493
   514        1:0        1:0         0.733  0.267
   515        1:0        1:0         0.673  0.327
   516        1:0        2:1         0.44  0.56 
   517        1:0        2:1         0.48  0.52 
   518        1:0        1:0         0.513  0.487
   519        1:0        2:1         0.393 0.607
   520        1:0        1:0         0.8    0.2  
   521        1:0        2:1         0.487 0.513
   522        1:0        1:0         0.607  0.393
   523        1:0        2:1         0.18  0.82 
   524        1:0        1:0         0.507  0.493
   525        1:0        1:0         0.54   0.46 
   526        1:0        1:0         0.54   0.46 
   527        1:0        2:1         0.373 0.627
   528        1:0        1:0         0.527  0.473
   529        1:0        2:1         0.193 0.807
   530        1:0        1:0         0.513  0.487
   531        1:0        2:1         0.34  0.66 
   532        1:0        1:0         0.733  0.267
   533        1:0        1:0         0.573  0.427
   534        1:0        2:1         0.44  0.56 
   535        1:0        1:0         0.76   0.24 
   536        1:0        1:0         0.553  0.447
   537        1:0        2:1         0.46  0.54 
   538        1:0        1:0         0.54   0.46 
   539        1:0        2:1         0.453 0.547
   540        1:0        1:0         0.573  0.427
   541        1:0        2:1         0.447 0.553
   542        1:0        2:1         0.18  0.82 
   543        1:0        2:1         0.4   0.6  
   544        1:0        1:0         0.553  0.447
   545        1:0        2:1         0.127 0.873
   546        1:0        2:1         0.493 0.507
   547        1:0        1:0         0.587  0.413
   548        1:0        1:0         0.773  0.227
   549        1:0        1:0         0.587  0.413
   550        1:0        2:1         0.32  0.68 
   551        1:0        2:1         0.32  0.68 
   552        1:0        2:1         0.467 0.533
   553        1:0        1:0         0.607  0.393
   554        1:0        1:0         0.5    0.5  
   555        1:0        1:0         0.547  0.453
   556        1:0        2:1         0.327 0.673
   557        1:0        1:0         0.573  0.427
   558        1:0        1:0         0.5    0.5  
   559        1:0        1:0         0.7    0.3  
   560        1:0        1:0         0.713  0.287
   561        1:0        1:0         0.82   0.18 
   562        1:0        1:0         0.64   0.36 
   563        1:0        2:1         0.453 0.547
   564        1:0        1:0         0.673  0.327
   565        1:0        2:1         0.333 0.667
   566        1:0        2:1         0.427 0.573
   567        1:0        2:1         0.487 0.513
   568        1:0        1:0         0.607  0.393
   569        1:0        1:0         0.76   0.24 
   570        1:0        1:0         0.56   0.44 
   571        1:0        2:1         0.46  0.54 
   572        1:0        2:1         0.34  0.66 
   573        1:0        1:0         0.9    0.1  
   574        1:0        2:1         0.393 0.607
   575        1:0        1:0         0.807  0.193
   576        1:0        1:0         0.507  0.493
   577        1:0        2:1         0.453 0.547
   578        1:0        2:1         0.493 0.507
   579        1:0        2:1         0.273 0.727
   580        1:0        1:0         0.507  0.493
   581        1:0        1:0         0.547  0.453
   582        1:0        1:0         0.52   0.48 
   583        1:0        2:1         0.24  0.76 
   584        1:0        2:1         0.453 0.547
   585        1:0        2:1         0.373 0.627
   586        1:0        2:1         0.46  0.54 
   587        1:0        1:0         0.553  0.447
   588        1:0        1:0         0.507  0.493
   589        1:0        2:1         0.147 0.853
   590        1:0        1:0         0.553  0.447
   591        1:0        2:1         0.447 0.553
   592        1:0        2:1         0.107 0.893
   593        1:0        1:0         0.56   0.44 
   594        1:0        1:0         0.613  0.387
   595        1:0        2:1         0.473 0.527
   596        1:0        1:0         0.613  0.387
   597        1:0        2:1         0.407 0.593
   598        1:0        2:1         0.427 0.573
   599        1:0        2:1         0.413 0.587
   600        1:0        1:0         0.627  0.373
   601        1:0        2:1         0.147 0.853
   602        1:0        2:1         0.293 0.707
   603        1:0        1:0         0.873  0.127
   604        1:0        1:0         0.813  0.187
   605        1:0        1:0         0.68   0.32 
   606        1:0        2:1         0.367 0.633
   607        1:0        1:0         0.667  0.333
   608        1:0        1:0         0.567  0.433
   609        1:0        1:0         0.5    0.5  
   610        1:0        1:0         0.587  0.413
   611        1:0        2:1         0.46  0.54 
   612        1:0        2:1         0.487 0.513
   613        1:0        1:0         0.827  0.173
   614        1:0        2:1         0.127 0.873
   615        1:0        1:0         0.6    0.4  
   616        1:0        1:0         0.513  0.487
   617        1:0        1:0         0.56   0.44 
   618        1:0        1:0         0.5    0.5  
   619        1:0        1:0         0.513  0.487
   620        1:0        1:0         0.56   0.44 
   621        1:0        2:1         0.427 0.573
   622        1:0        2:1         0.413 0.587
   623        1:0        2:1         0.347 0.653
   624        1:0        1:0         0.593  0.407
   625        1:0        2:1         0.433 0.567
   626        1:0        1:0         0.813  0.187
   627        1:0        1:0         0.893  0.107
   628        1:0        2:1         0.18  0.82 
   629        1:0        1:0         0.787  0.213
   630        1:0        1:0         0.8    0.2  
   631        1:0        1:0         0.587  0.413
   632        1:0        1:0         0.827  0.173
   633        1:0        2:1         0.2   0.8  
   634        1:0        2:1         0.48  0.52 
   635        1:0        1:0         0.56   0.44 
   636        1:0        2:1         0.113 0.887
   637        1:0        2:1         0.167 0.833
   638        1:0        1:0         0.613  0.387
   639        1:0        1:0         0.54   0.46 
   640        1:0        2:1         0.393 0.607
   641        1:0        2:1         0.467 0.533
   642        1:0        1:0         0.553  0.447
   643        1:0        1:0         0.66   0.34 
   644        1:0        1:0         0.553  0.447
   645        1:0        1:0         0.533  0.467
   646        1:0        1:0         0.5    0.5  
   647        1:0        1:0         0.587  0.413
   648        1:0        1:0         0.727  0.273
   649        1:0        2:1         0.173 0.827
   650        1:0        2:1         0.14  0.86 
   651        1:0        2:1         0.4   0.6  
   652        1:0        1:0         0.58   0.42 
   653        1:0        1:0         0.647  0.353
   654        1:0        1:0         0.64   0.36 
   655        1:0        1:0         0.533  0.467
   656        1:0        2:1         0.327 0.673
   657        1:0        1:0         0.507  0.493
   658        1:0        2:1         0.1   0.9  
   659        1:0        2:1         0.193 0.807
   660        1:0        2:1         0.353 0.647
   661        1:0        1:0         0.68   0.32 
   662        1:0        1:0         0.587  0.413
   663        1:0        2:1         0.44  0.56 
   664        1:0        1:0         0.8    0.2  
   665        1:0        1:0         0.687  0.313
   666        1:0        1:0         0.707  0.293
   667        1:0        1:0         0.62   0.38 
   668        1:0        2:1         0.167 0.833
   669        1:0        1:0         0.78   0.22 
   670        1:0        1:0         0.567  0.433
   671        1:0        2:1         0.373 0.627
   672        1:0        1:0         0.947  0.053
   673        1:0        1:0         0.513  0.487
   674        1:0        1:0         0.513  0.487
   675        1:0        1:0         0.687  0.313
   676        1:0        1:0         0.673  0.327
   677        1:0        1:0         0.547  0.453
   678        1:0        1:0         0.507  0.493
   679        1:0        2:1         0.24  0.76 
   680        1:0        2:1         0.447 0.553
   681        1:0        2:1         0.347 0.653
   682        1:0        2:1         0.433 0.567
   683        1:0        2:1         0.287 0.713
   684        1:0        1:0         0.547  0.453
   685        1:0        1:0         0.547  0.453
   686        1:0        2:1         0.467 0.533
   687        1:0        2:1         0.267 0.733
   688        1:0        2:1         0.347 0.653
   689        1:0        2:1         0.473 0.527
   690        1:0        2:1         0.487 0.513
   691        1:0        1:0         0.613  0.387
   692        1:0        2:1         0.367 0.633
   693        1:0        2:1         0.433 0.567
   694        1:0        1:0         0.527  0.473
   695        1:0        1:0         0.68   0.32 
   696        1:0        2:1         0.467 0.533
   697        1:0        1:0         0.8    0.2  
   698        1:0        2:1         0.36  0.64 
   699        1:0        1:0         0.6    0.4  
   700        1:0        1:0         0.687  0.313
   701        1:0        1:0         0.66   0.34 
   702        1:0        1:0         0.587  0.413
   703        1:0        1:0         0.767  0.233
   704        1:0        2:1         0.467 0.533
   705        1:0        2:1         0.467 0.533
   706        1:0        2:1         0.46  0.54 
   707        1:0        2:1         0.42  0.58 
   708        1:0        1:0         0.593  0.407
   709        1:0        1:0         0.653  0.347
   710        1:0        1:0         0.507  0.493
   711        1:0        1:0         0.56   0.44 
   712        1:0        1:0         0.6    0.4  
   713        1:0        2:1         0.233 0.767
   714        1:0        1:0         0.86   0.14 
   715        1:0        1:0         0.64   0.36 
   716        1:0        1:0         0.607  0.393
   717        1:0        2:1         0.473 0.527
   718        1:0        1:0         0.513  0.487
   719        1:0        1:0         0.52   0.48 
   720        1:0        1:0         0.847  0.153
   721        1:0        2:1         0.46  0.54 
   722        1:0        1:0         0.867  0.133
