@relation reduce_train_py-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute Feature32 numeric
@attribute Feature33 numeric
@attribute Feature34 numeric
@attribute Feature35 numeric
@attribute Feature36 numeric
@attribute Feature37 numeric
@attribute Feature38 numeric
@attribute Feature39 numeric
@attribute Feature40 numeric
@attribute Feature41 numeric
@attribute Feature42 numeric
@attribute Feature43 numeric
@attribute Feature44 numeric
@attribute Feature45 numeric
@attribute Feature46 numeric
@attribute Feature47 numeric
@attribute Feature48 numeric
@attribute Feature49 numeric
@attribute Feature50 numeric
@attribute Feature51 numeric
@attribute Feature52 numeric
@attribute Feature53 numeric
@attribute Feature54 numeric
@attribute Feature55 numeric
@attribute Feature56 numeric
@attribute Feature57 numeric
@attribute Feature58 numeric
@attribute Feature59 numeric
@attribute Feature60 numeric
@attribute Feature61 numeric
@attribute Feature62 numeric
@attribute Feature63 numeric
@attribute Feature64 numeric
@attribute Feature65 numeric
@attribute Feature66 numeric
@attribute Feature67 numeric
@attribute Feature68 numeric
@attribute Feature69 numeric
@attribute Feature70 numeric
@attribute Feature71 numeric
@attribute Feature72 numeric
@attribute Feature73 numeric
@attribute Feature74 numeric
@attribute Feature75 numeric
@attribute Feature76 numeric
@attribute Feature77 numeric
@attribute Feature78 numeric
@attribute Feature79 numeric
@attribute Feature80 numeric
@attribute Feature81 numeric
@attribute Feature82 numeric
@attribute Feature83 numeric
@attribute Feature84 numeric
@attribute Feature85 numeric
@attribute Feature86 numeric
@attribute Feature87 numeric
@attribute Feature88 numeric
@attribute Feature89 numeric
@attribute Feature90 numeric
@attribute Feature91 numeric
@attribute Feature92 numeric
@attribute Feature93 numeric
@attribute Feature94 numeric
@attribute Feature95 numeric
@attribute Feature96 numeric
@attribute Feature97 numeric
@attribute Feature98 numeric
@attribute Feature99 numeric
@attribute Feature100 numeric
@attribute Output {0,1}

@data
-10.47101,-4.51682,-12.17381,-5.08596,-12.10594,-6.78177,-1376.54199,3639.51942,3005.49211,-6771.33513,-1549.82538,-3547.99946,0.59279,1988.89939,637.11263,-2918.75741,2634.07016,-4769.4369,2899.37936,-2298.80799,2199.40332,656.88654,686.0217,1892.69755,378.33679,-9265.46447,5179.24015,14006.16822,-21768.33547,-5107.83149,-9321.12409,5938.16681,887.20817,-11050.76837,12223.06717,14130.95796,5722.56788,696.64797,-3769.49697,-3113.73315,6099.56095,6800.73278,-5650.65732,19412.3799,4604.60867,8570.33816,-14457.78557,507.96163,2484.75051,-5787.52035,3465.49431,-7139.89291,1359.99804,20121.68165,-7782.74064,5950.74081,21232.37825,25653.60581,-11255.90342,-616.12909,-14937.04021,-10456.64906,768.30388,2424.50451,2085.7583,-61.30839,5922.5486,-177.95009,-10748.02701,10725.23369,18980.47132,5478.00506,1289.19779,-7144.72582,2846.39467,-11950.50754,-24253.33073,-1711.25313,-55733.45092,-6854.41454,-20648.59081,6165.54995,-2396.50542,9279.06706,16475.88903,-7976.44671,-24151.65133,2537.12763,-3220.06025,-26776.00806,-22154.77989,-7628.83316,-3918.7531,4914.0378,55245.67922,28159.78842,-12646.05966,8228.04269,8967.86672,17431.0112,1
-10.55591,-4.74241,-12.5938,-5.07829,-11.67416,-6.966,-1380.7644,3643.31813,3000.52067,-6767.38823,-1546.5673,-3550.57947,-15.40741,1962.28267,623.17252,-2921.03662,2597.93292,-4719.27856,2837.85382,-2289.02003,2174.99616,715.72318,741.46193,1839.41276,322.00086,-9235.56867,5200.32755,13933.52533,-21908.77114,-5075.31447,-9211.57821,6017.54088,904.85309,-11050.37597,12109.56173,14187.01975,5772.03291,519.77178,-3479.7134,-3127.84051,5985.10067,6903.8796,-5801.31028,19389.25882,4808.5652,8792.4352,-14662.25717,163.69436,2265.05469,-5700.77061,3483.68656,-7131.98397,1387.26829,19748.18784,-7947.56336,5830.00271,21186.56288,25496.42702,-11258.17811,-606.41855,-14895.61135,-10491.77516,795.64487,1984.66153,2506.13885,-10.54947,6254.56085,-455.96589,-9997.54375,10694.71256,19260.3123,6273.77849,1417.04984,-6664.0919,2786.67997,-12709.5486,-24554.51624,-2218.20716,-55406.70697,-6044.56538,-20255.04197,6406.7706,-3128.05485,8980.76479,16605.20783,-6555.47817,-23775.52103,1937.37358,-3116.9872,-25876.11224,-22283.7129,-7120.89874,-3813.93448,4612.06064,55093.62269,28981.15803,-12392.44025,7513.88524,8987.9454,17167.05165,0
-10.71894,-5.15212,-12.57556,-4.92568,-11.7208,-6.9588,-1372.18884,3652.41056,3009.24318,-6761.58158,-1568.97401,-3577.37689,-36.57249,2002.70408,633.38076,-2956.31863,2608.11106,-4737.82278,2888.52834,-2282.22792,2213.47021,729.10047,792.57273,1949.81872,149.85856,-9298.34344,5137.84643,13863.77899,-21879.75414,-5155.6066,-9291.49113,5939.73111,949.93392,-10999.60601,12203.78654,14070.82782,5669.86865,809.03388,-3574.22674,-3223.68967,5951.13475,7063.66213,-5551.44737,19338.63645,4324.82393,8647.49472,-14679.19792,384.8953,2401.99179,-5488.56333,3488.40211,-7084.70726,1494.22187,19933.11948,-8203.10089,5980.28333,21180.39491,25342.51688,-11294.44785,-475.04987,-14685.84463,-10676.54669,700.62145,2085.99975,2732.31978,-31.83312,5934.43118,-215.4554,-10129.00356,10659.92222,19333.54186,5692.17117,1320.08477,-6703.44638,2798.52052,-12278.29013,-24115.82727,-2211.15458,-56091.58265,-6334.83708,-20785.95741,6020.0733,-2746.6639,9314.77083,16380.08963,-7504.60874,-24395.54171,1517.80509,-2935.39633,-26355.71235,-21031.10143,-7288.54355,-4344.39777,4122.80066,55135.62183,28323.95839,-12811.5366,7347.6205,8044.90251,17374.34183,1
-10.52708,-4.3313,-12.37371,-5.06499,-11.9119,-7.17207,-1381.38291,3634.10102,2996.75976,-6777.87753,-1582.28101,-3565.76141,-20.35328,1989.52166,608.17345,-2899.61856,2623.53634,-4727.46206,2835.03993,-2269.29142,2200.23146,734.92404,720.96051,1838.1048,415.72215,-9199.70272,5080.73564,13841.08713,-21830.21235,-5113.38547,-9391.32289,6126.77475,881.24593,-11017.42012,11993.67871,14030.008,5784.56061,503.85921,-3513.4553,-3097.90978,5876.91556,6835.62522,-5670.06878,19678.08067,4548.64874,8564.82764,-14438.19979,546.49672,2221.77904,-5571.13055,3573.12965,-6920.38238,1297.40278,20049.01612,-8001.86354,5887.13275,21069.67994,25899.7198,-11713.48858,-634.71289,-15260.09671,-10863.26717,767.2261,2312.68489,2291.54744,-368.46457,5586.61893,-208.34512,-10698.85576,10223.6819,19250.78029,6141.55978,1751.77658,-7248.52996,3097.57939,-12210.24154,-24014.93746,-1697.27565,-55303.00506,-7338.72933,-20432.53454,6365.22393,-2707.78126,8904.37151,15604.56662,-6877.32632,-24730.24814,1786.98988,-2719.65594,-26641.16697,-22106.46941,-7594.70461,-4141.92851,4259.62898,55202.41818,28367.45809,-11872.15586,8441.78999,8890.53917,17181.68815,1
-10.23489,-4.69654,-12.09349,-4.78588,-11.71879,-6.60297,-1373.32504,3658.89368,3008.99105,-6779.76103,-1530.04955,-3559.57,-0.31591,1981.4329,600.23644,-2957.19471,2595.08174,-4752.92127,2882.75353,-2301.73793,2187.94007,714.80559,699.96156,1916.23816,284.77201,-9299.47008,5103.57468,13937.62098,-21894.06841,-5065.49123,-9280.64988,6082.60807,875.01249,-11041.90109,12135.57558,14309.9169,5786.01344,667.89207,-3785.39431,-3041.08894,6096.9233,6789.61942,-5549.89339,19328.21791,4531.75723,8790.76825,-14849.38847,406.60446,2510.97257,-5633.36134,3658.43394,-7204.45389,1405.33455,19862.61773,-8176.71939,6179.54144,21169.35638,25515.45902,-11300.02062,-663.55163,-14765.9321,-10563.96569,546.65157,2020.8572,2518.29773,187.95037,6081.35582,-613.96212,-10483.10519,11306.75689,19434.75061,6295.95425,1468.55701,-6908.88392,3235.01368,-12484.92899,-23837.15355,-1887.3734,-55504.00936,-6085.98996,-20471.25798,6762.0847,-3362.6868,9061.2748,16623.29042,-7573.27639,-24587.31234,1677.53212,-2910.84955,-27032.66603,-21617.6268,-7930.3453,-4631.27756,4615.26191,55885.73769,28280.4571,-12902.63871,7025.51479,8678.86231,17314.10634,0
-10.24362,-4.56398,-12.06376,-5.02183,-11.89047,-6.85755,-1372.11235,3635.09032,3012.10586,-6781.3388,-1558.24679,-3565.60707,-6.01045,1979.54675,613.58969,-2947.66443,2581.50966,-4755.29172,2875.13349,-2371.12424,2174.48782,706.35939,730.26794,1845.05844,399.15777,-9205.1432,5125.42323,13874.6603,-21832.01754,-5006.73003,-9280.43945,6060.65578,963.9262,-11046.06009,12140.87842,14209.84131,5733.67175,639.93228,-3590.71001,-3249.81725,6074.66119,6838.91675,-5727.58366,19298.22952,4487.76791,8532.86607,-14487.25169,237.69935,2308.2265,-5488.68697,3474.52396,-7040.85706,1119.07816,19870.02754,-8081.97981,5926.73784,21333.65599,25945.00604,-11418.68559,-546.69509,-14940.24619,-11014.91566,938.35463,2281.6739,2220.268,-40.35681,5738.34232,-223.68221,-10076.27891,10427.84578,19161.72225,6395.96177,1400.13846,-7342.795,2796.66128,-12146.4133,-24002.27698,-1712.28103,-55253.24342,-6596.40252,-20934.04938,6278.74943,-2768.15906,9152.83838,16102.51078,-6374.07115,-24230.14069,1451.80999,-3530.68302,-26170.08475,-21922.08312,-7025.93976,-4294.07959,4785.23815,54936.46001,28638.83323,-12883.42912,7592.70296,8924.645,17215.801,1
-10.59294,-4.56259,-12.14979,-5.12214,-11.75424,-7.01253,-1379.85623,3649.92882,3013.51358,-6773.29817,-1570.13087,-3558.56114,-12.12475,1964.30005,642.81767,-2953.61632,2621.29956,-4792.98662,2832.75706,-2302.1175,2302.09902,619.54333,764.59399,1856.93962,282.8983,-9254.53885,4970.54133,13828.42088,-21829.57668,-5092.49978,-9311.62065,6063.7221,915.5972,-11034.45026,12223.5984,14121.19187,5775.76346,637.25287,-3625.29857,-3082.47344,5942.0041,7058.09498,-5630.80668,19479.69309,4621.06081,8651.93711,-14699.47762,371.61056,2413.713,-5707.89161,3472.07437,-7338.36618,1119.38773,19935.40957,-8035.47889,5680.46437,21487.19925,25651.72319,-11307.95893,-519.73564,-14623.22075,-10612.10901,768.56881,2321.219,2584.06071,29.02121,5918.41993,-651.36154,-9991.6009,11095.75914,19137.07804,5778.52816,1272.84327,-6839.89087,2881.79272,-12365.67104,-24139.85384,-1437.70706,-55353.25269,-6206.69696,-20591.45374,6495.24754,-2993.28905,9017.00252,16611.53181,-7148.44486,-23731.88955,1565.48955,-3137.10082,-25713.87525,-22267.67395,-7127.39762,-3683.36794,4336.64869,55133.54988,28690.22614,-13240.21047,7871.24599,9079.06551,17687.81064,1
-10.57945,-4.89351,-12.29875,-4.80115,-11.81287,-6.88087,-1378.97549,3640.92837,3013.85802,-6759.37272,-1547.85931,-3566.81373,-9.95049,1990.90014,605.35022,-2937.88766,2634.04572,-4752.67972,2841.65839,-2304.09698,2161.19229,681.42998,677.49497,1854.54613,299.16733,-9182.3394,5127.73274,13762.55486,-21828.6834,-5173.57914,-9305.51517,5991.0005,913.68014,-11078.50442,12122.32563,14119.36841,5615.90511,436.35545,-3626.78246,-3267.43471,5906.16705,6781.93366,-5609.30154,19531.25087,4327.42036,8687.01452,-14670.60673,143.14228,2376.41452,-5639.43385,3288.98397,-7212.33514,1372.41639,20174.21895,-7732.49735,6032.69345,21265.50492,25635.54462,-11703.86482,-432.48421,-14626.99439,-10664.89398,956.98114,1808.42246,2782.07954,52.14028,6259.0747,-385.06756,-10296.02599,10759.71608,19251.82061,6118.79842,1170.46372,-7186.60587,2802.26846,-12572.75147,-24486.13993,-1735.02113,-55530.1006,-6454.73114,-20366.14037,6823.67488,-2961.30947,9055.92533,16249.49953,-7163.14644,-24223.26226,1798.3067,-2912.70342,-25313.55002,-21984.37027,-6983.74205,-4168.52561,4805.68558,55169.40333,28598.08081,-12907.20892,7772.73809,8135.35923,17543.72098,1
-10.49978,-4.54013,-12.12747,-4.60972,-11.81024,-6.84921,-1372.08559,3656.19549,3009.30602,-6752.89686,-1575.47084,-3542.95736,-6.43058,1967.22802,605.86247,-2939.69756,2566.87668,-4733.67142,2871.99902,-2319.84465,2195.07979,701.46116,672.79133,1802.02637,339.3356,-9211.96013,5123.2546,13845.11994,-21795.01563,-5119.60193,-9395.96623,5992.26841,980.94824,-11130.95596,12045.41204,13933.99901,5703.86946,556.1025,-3651.09995,-3020.22641,6265.19358,6714.16358,-5613.76054,19360.99142,4571.54529,8570.78357,-14736.05242,365.92105,2468.33754,-5760.99531,3173.57072,-7108.52788,1707.49655,19629.9353,-7912.41514,5712.04359,21161.24034,25715.96476,-11314.0164,-580.1194,-14796.4126,-10730.84274,906.91389,2042.08098,2542.16032,60.9741,5876.1395,-279.67565,-10650.26253,10957.69463,19470.43466,6166.23514,1325.89928,-6968.88885,2891.95869,-12276.00811,-24301.5748,-1441.87255,-55297.12719,-6521.75906,-20572.24487,6634.12331,-2417.28816,9217.12745,16186.20863,-7517.74903,-23914.93183,1752.30353,-3196.67915,-26143.88319,-22313.27278,-6962.33247,-3956.03483,4438.35965,55658.98566,28292.2769,-12173.68768,6723.25013,8488.23307,17388.82542,0
-10.91729,-4.56968,-12.07464,-4.67445,-11.61561,-7.09576,-1375.16141,3647.60513,3000.96026,-6771.88386,-1559.94947,-3550.1802,-33.1026,1988.44222,632.482,-2998.06218,2560.94388,-4776.17057,2870.43695,-2300.52628,2148.17013,746.18097,710.82593,1873.72845,282.27511,-9165.16239,5077.0747,13807.209,-21825.37228,-5176.60189,-9274.66019,6040.40541,968.91109,-10881.00012,12172.30083,14113.98935,5605.33844,599.32324,-3683.41723,-3122.62461,6139.25497,6963.30981,-5722.66763,19545.15871,4823.40258,8546.07936,-14684.66253,341.74068,2168.11194,-5568.92988,3564.02671,-7154.56464,1470.88125,19863.98291,-7970.98066,6112.69093,21177.11884,25739.20717,-11294.10049,-234.06667,-14491.29491,-10749.33649,930.97604,1896.67683,2665.31573,-0.90363,6306.24441,-210.92998,-10683.54065,10597.06445,19495.34577,6053.52511,969.40931,-6692.2391,2768.32982,-12373.59278,-23990.09056,-1635.77946,-55349.5774,-6696.00465,-20463.7517,6268.55588,-3132.84013,9290.45849,16315.07139,-7444.50675,-24208.09672,1249.17512,-2911.88779,-26585.57339,-21348.74489,-7282.6148,-3663.8946,3706.90933,55644.3264,28068.67201,-12915.09561,7827.2288,9151.49436,17161.37236,1
-10.69615,-4.63191,-12.21934,-5.09429,-11.67706,-7.0968,-1378.58392,3659.54296,3006.47904,-6758.05247,-1552.663,-3573.97292,-33.58537,1989.45446,637.99127,-2925.08932,2633.40153,-4760.19501,2926.53703,-2300.37909,2176.16063,656.43343,722.08537,1875.1158,354.18618,-9218.47268,5069.77896,13853.78587,-21836.68705,-5152.93176,-9327.79845,6090.45062,974.29004,-11092.8397,12220.9116,14135.85664,5735.10023,649.18972,-3614.69013,-3064.00438,6180.39368,6753.72588,-5596.44152,19491.81782,4358.02673,8589.77,-14597.87502,387.96294,2006.6396,-5664.65302,3516.62037,-7380.11792,1443.33971,19986.76943,-8051.5032,5939.97286,21321.68438,25506.54811,-11295.82107,-736.45264,-14657.37391,-10827.80765,710.48923,1887.70916,2665.3653,11.93026,5859.35198,-538.54383,-10517.98321,11053.03909,19456.26061,5851.3938,1594.98973,-6787.59929,2930.9567,-12236.6956,-24294.37595,-1321.84563,-55293.45926,-6381.42221,-20468.22524,6352.76169,-3072.64555,8918.45385,16318.89391,-7585.46296,-24295.28021,2155.7853,-3062.1654,-26568.67168,-21200.61673,-7251.60085,-3975.7143,5334.7798,55238.02876,29020.70097,-12406.40499,7089.13939,8909.50827,17192.41,0
-10.72662,-4.60614,-12.06463,-5.06452,-11.89922,-7.2165,-1377.92789,3651.39594,3003.48843,-6768.9651,-1563.68387,-3531.88527,-19.05082,1942.86923,611.35523,-2910.82458,2623.40698,-4758.02538,2890.5084,-2332.23311,2111.50651,646.9694,699.94033,1834.95649,347.41198,-9256.38976,5122.36655,13886.76445,-21916.82946,-5196.13062,-9235.48545,5925.83077,942.63334,-10952.60892,12079.33204,14223.11152,5709.85902,596.1515,-3696.95081,-3212.82418,5922.05352,6896.76752,-5769.69181,19398.82111,4521.23491,8665.90598,-14650.71391,222.75863,2291.15408,-5735.29422,3545.19554,-7088.1514,1177.93117,19923.47335,-8378.09241,5916.05153,21267.34835,25846.58432,-11129.09941,-603.90734,-14764.09364,-10436.01585,854.96777,2485.45815,2412.47603,-140.00057,5745.73183,-482.75102,-10043.65891,10542.6952,19368.82568,5960.81715,889.69942,-7387.2791,2419.55991,-11990.90024,-24307.91174,-1504.5749,-55572.92837,-6508.97773,-20508.41012,6138.47188,-2676.36244,9095.86628,16535.06068,-7098.52987,-23799.8113,1293.52102,-2965.19104,-26491.2392,-21408.56187,-7392.08856,-4604.33324,4716.05838,55126.22627,28322.62936,-12694.59461,6732.25901,9277.08897,16960.63753,1
-10.55089,-4.85308,-11.80623,-5.18577,-11.40993,-7.14146,-1384.21103,3639.50717,3008.38175,-6756.07266,-1576.95238,-3573.96763,-4.89709,1984.76029,610.75165,-2925.60559,2597.17303,-4708.00133,2836.25501,-2309.26122,2151.19651,677.80738,686.93918,1781.09351,258.04435,-9231.11817,5053.746,13843.16512,-21856.38709,-5119.30451,-9380.95916,6147.85778,1048.07449,-11098.58649,12175.85421,14165.26703,5670.0381,607.19313,-3569.17043,-3095.54682,6093.34602,6808.14062,-5565.75138,19310.5948,4573.51412,8608.1085,-14638.48449,328.05354,2487.61724,-5784.90256,3810.0334,-7039.12932,1308.93128,20077.8104,-7972.69854,5873.13621,21350.23495,25478.4938,-11431.84205,-501.51421,-14659.86542,-10780.58796,646.90242,2253.39357,2370.14189,-146.67974,6000.56688,-337.96732,-10111.11615,10651.15716,19242.28106,6067.40294,991.78821,-7117.476,2749.57318,-11733.95579,-24522.21721,-1663.37094,-55608.17105,-5833.91149,-20623.081,6673.10146,-2497.4817,8899.29965,16495.19073,-7679.45808,-24584.5913,1523.64479,-3471.62563,-26984.99856,-22176.11067,-7432.79541,-4160.81719,4942.67396,54845.1856,28265.35369,-13194.40738,7698.88629,8202.31991,17312.88805,0
-10.70891,-4.61687,-12.22503,-4.6493,-11.92203,-6.78322,-1371.89291,3649.92168,3010.23204,-6765.77368,-1554.5815,-3551.58034,-15.1765,1993.96973,598.11241,-2917.4688,2562.50717,-4760.4759,2827.58576,-2280.1147,2188.57703,654.72612,731.88905,1874.57707,332.50513,-9245.1521,5189.17327,13939.05061,-21868.63725,-5142.57167,-9335.12557,6002.47307,952.62946,-11013.42918,12205.73818,14306.52772,5608.73809,353.17046,-3672.66551,-3087.40246,5852.26861,6838.57855,-5746.12024,19560.65648,4389.6348,8648.06546,-14700.44849,229.09052,2209.45388,-5347.52207,3524.17721,-7094.24184,1273.18285,20183.12981,-7938.91552,5834.23458,21094.17172,25570.69678,-11242.18072,-468.79841,-15076.14902,-11072.96261,775.43527,1707.15188,2231.60604,-220.20611,5637.5326,-513.47679,-10770.63022,10819.74244,19122.43148,5894.0263,1430.81808,-7128.19374,2629.66557,-12116.25817,-24300.1097,-1537.44129,-55794.27933,-6756.94277,-21010.71249,6330.36746,-3324.44677,8914.00122,16046.43181,-7638.23117,-24199.26313,1588.21966,-2403.20587,-25823.14452,-22230.79874,-6940.43545,-3562.3901,4187.44785,55178.93548,28677.85739,-13802.78361,6737.77705,8837.3952,17833.88178,0
-10.45943,-4.45716,-12.28708,-4.55699,-12.25253,-6.87905,-1372.95507,3660.24963,3001.32034,-6757.99641,-1552.52977,-3568.32627,9.154,1973.33939,623.47505,-2902.58442,2603.73622,-4738.43191,2848.38259,-2360.59064,2159.98211,690.64464,598.9425,1839.10572,245.7786,-9314.4154,5108.61183,13865.49455,-21874.23246,-5154.5077,-9336.35146,5934.62154,898.16047,-10808.5795,12235.28087,14165.3206,5706.27136,537.07129,-3728.30478,-3042.37518,6013.99781,6962.24553,-5524.44712,19565.68138,4422.77292,8668.79377,-14737.01981,386.14279,2382.83784,-5510.64541,3308.69676,-7138.07038,1242.83429,20079.82396,-8060.61133,6117.92995,21122.84816,25821.37506,-11528.54245,-466.17629,-14634.00189,-10730.5279,862.07333,1791.29742,2648.90404,-82.08905,6083.11294,-629.00166,-10435.74302,10842.9919,19254.63618,5905.30042,847.66479,-7087.15566,2861.37605,-12627.47711,-24440.92196,-1314.40854,-55854.25197,-5902.63162,-20635.29771,6112.61128,-3099.93333,9451.54006,16190.14577,-6785.76013,-24455.86142,1877.47962,-2691.0272,-25906.03931,-22053.88899,-7974.2591,-3940.47896,4747.89824,55109.85104,29022.4774,-13548.72192,6768.87472,8743.35033,17700.8345,0
-10.48994,-5.08529,-12.3145,-5.08801,-12.09077,-6.78162,-1374.23306,3645.75771,3009.21063,-6751.72138,-1559.02874,-3556.90886,-8.12785,1970.31409,632.83372,-2971.66799,2596.94502,-4761.88628,2892.26355,-2295.91213,2160.29027,726.64461,697.01084,1882.43095,365.91376,-9173.43377,5110.99307,13739.10582,-21745.42147,-5040.57623,-9293.09193,5980.40541,991.76821,-10890.88446,12190.45261,13961.18262,5778.67558,527.98279,-3535.82173,-3023.30708,6080.52761,6856.51365,-5817.1205,19418.63053,4459.51301,8689.11921,-14463.07664,525.11734,2524.81746,-5690.28806,3557.28115,-6968.29382,1394.48966,20141.34295,-7999.06042,5977.22865,21290.21053,25485.17581,-11291.97371,-711.79686,-14914.73771,-10800.69559,688.82264,1884.73435,2565.91183,-226.44951,6024.639,-168.10973,-10325.53097,10672.27494,19581.24483,5484.95248,1243.1459,-6995.53673,2829.87542,-12266.46574,-24153.04954,-1999.72551,-55740.67952,-6388.89697,-20832.93016,5777.1132,-2774.45515,9136.78039,16157.0537,-7231.59049,-24413.86115,1565.67439,-3249.45412,-26112.30382,-22457.39749,-7453.17446,-4159.97542,3928.96636,55876.96819,29034.98242,-13226.24562,8028.75643,8694.55382,16577.9793,1
-10.25242,-4.43398,-12.45465,-5.18933,-11.32488,-7.10149,-1376.00045,3653.94636,3017.78127,-6761.20798,-1570.52499,-3549.21206,-6.26558,1966.50521,626.31475,-2947.39066,2636.37048,-4751.75684,2902.77327,-2326.33837,2270.15313,745.7816,718.55736,1922.07326,230.34309,-9289.44752,5192.15308,13883.23407,-21808.24101,-5093.2776,-9384.61273,5949.81551,1072.40405,-11070.5781,11946.95144,14330.60256,5797.89747,515.84131,-3559.71825,-3067.21593,6091.20797,6775.87917,-5742.20124,19373.95862,4541.63027,8799.92968,-14357.15921,177.49823,2304.82028,-5586.29465,3487.82894,-7237.42581,1297.96909,19996.99879,-8126.58474,6061.77671,21100.28646,25463.45133,-11376.20633,-573.31735,-14713.50906,-10528.68685,454.058,2191.00226,2243.23949,88.02264,6171.58577,-474.69415,-10674.48856,10582.35998,19052.02114,6491.88399,1212.29439,-7155.91482,2260.51939,-11572.59452,-24453.7334,-1514.32349,-55942.73291,-6240.00971,-21045.45543,6064.84502,-3108.02424,8368.49053,16584.45619,-7408.22553,-24405.64889,892.15431,-2243.22288,-26529.25511,-21461.61959,-6840.60673,-3849.55943,4358.76345,55013.03018,27624.0832,-12743.65054,7126.22497,8350.05507,16948.07822,0
-10.84712,-4.46808,-12.07659,-4.92243,-11.52514,-7.14168,-1375.51108,3645.38223,3010.82139,-6771.28189,-1558.98993,-3575.95264,-22.6394,1992.19654,604.89273,-2914.9212,2611.27372,-4723.89789,2854.85131,-2324.31205,2172.14105,692.88732,746.69261,1864.67609,227.02093,-9291.27019,5143.72602,13861.99963,-21849.11003,-5117.82717,-9296.19142,5969.42584,970.61566,-10948.14992,12096.14992,14143.80719,5649.43255,507.66484,-3644.64658,-3157.78014,6104.59835,6969.88226,-5734.11602,19455.64408,4539.8634,8760.29102,-14486.24209,397.33296,2161.8919,-5444.08377,3391.60047,-7290.13709,1371.2638,20176.1665,-8005.64545,5663.83512,21267.80967,25415.48833,-11300.03217,-156.03792,-14949.65462,-10681.74682,320.25788,2156.37556,2384.32995,-295.86961,5851.93839,-288.68776,-10338.63534,10395.57603,19474.80775,5780.98653,1170.67707,-7027.33499,2572.0544,-11866.02752,-24516.40404,-1658.5591,-55259.34717,-6297.53233,-20910.2043,6599.44288,-2574.72015,8985.96654,16809.23378,-7031.63269,-23970.6918,1447.41022,-3142.2573,-26801.66071,-22177.12532,-7472.90489,-4298.00031,3981.42782,55342.78299,28406.38398,-12549.86618,7781.19202,8627.86149,17342.77933,1
-10.7642,-4.58133,-12.13754,-5.57567,-11.73126,-6.78848,-1381.33478,3639.90299,3009.82455,-6751.22673,-1565.35149,-3539.72525,5.68599,1966.80765,606.83537,-2957.83662,2582.13064,-4760.37597,2900.16118,-2324.24869,2209.34181,651.14035,663.70158,1905.67121,325.38096,-9251.09096,5083.07475,13779.05006,-21868.77585,-5047.65447,-9401.32161,6072.05847,875.25922,-10915.22879,12223.15521,14295.77396,5793.24666,629.46849,-3770.29296,-3061.93579,6216.58904,6928.00346,-5781.67286,19469.73375,4445.34387,8498.00216,-14801.17654,298.68125,2333.63826,-5480.72946,3483.85128,-7190.77934,1322.33508,19989.77922,-7953.93351,5696.8652,20987.58244,25467.23442,-11408.90693,-388.59091,-14907.06635,-10850.81205,695.02099,1999.61377,2525.95069,47.26659,6091.86402,-163.73515,-10056.94516,11058.3667,19390.16382,6022.72379,1299.20814,-7072.01504,3380.91639,-12549.12028,-24377.60228,-1716.19923,-55558.09607,-6598.49059,-20832.46062,6282.57585,-2785.92548,8867.22453,16653.51883,-7215.11504,-24209.83762,1388.8738,-3040.02056,-26310.78117,-21711.16184,-7097.12405,-3887.45369,3911.99106,54446.42661,28617.03582,-12977.32835,7740.25102,8644.37761,16854.87135,1
-11.11875,-4.98296,-11.72467,-4.89331,-11.87347,-7.01228,-1373.67512,3643.00419,3003.21058,-6750.26849,-1560.08809,-3560.59491,-13.91339,1964.02176,651.39118,-2943.68839,2591.04143,-4769.76683,2805.31811,-2396.1789,2224.6759,657.6317,730.76237,1739.34778,301.68963,-9255.71513,5145.9645,13916.7839,-21721.30127,-4936.69896,-9322.78716,6137.43002,954.29984,-10984.13444,12117.02137,14192.44972,5642.24001,452.31826,-3607.00827,-2951.8052,5966.76778,6880.96356,-5502.26133,19659.89781,4452.55022,8858.55711,-14863.98986,166.69956,1966.1152,-5502.61052,3378.31215,-7137.41651,1293.1904,20012.95207,-8017.39233,6093.94624,20925.73539,25965.58854,-11187.7541,-475.08345,-15566.71826,-10442.53984,956.41425,2266.50716,2094.77661,-215.88803,5744.86119,-434.55733,-10400.37235,11018.94145,19667.44382,5696.38305,1198.8897,-6842.13512,3342.63668,-12305.22189,-24676.8233,-1399.33623,-55776.03095,-6224.23079,-20940.33439,5870.89026,-3040.48008,8625.05507,15660.05433,-7324.35155,-25072.87164,1688.0182,-2595.76008,-27132.99361,-21784.79231,-6779.1795,-4143.7774,4462.58923,54736.69221,28744.0213,-12394.49407,7305.12879,7910.86264,16524.59199,1
